Fish_ID;Capture_Year;Capture_Qtr;Year_Class;Age_Capture;Decades;Decade;ICES_SD;TL_mm;Oto_Dors_L;Age;Ages;New L_age;Cal_Year;Annulus_Width;Cum_Ann_Width;Avg_MnMg06;Mg ESF06;Avg_SrCa;New_Salinity_class;SMHI year;SMHI hypox;Decade_anox_ch;Decade_anox;Year_hyp;Hypoxic volume 2;Hypoxic volume 0;Temp_year;T BY15 Annual. 30-90 m;T BY15 Q4. 30-90 m;BY15 Q4 salinitet 30_90m;Mean annual sal BY15 30_90 m ;O sat year;Neo year;Neo mean MnMg
1988_SD28_716;1988;1;1984;4;1980s;1980s;28;710;4457;0;1;166.8864403;1984;1036;1036;0.490136851;0.055718253;3.154035639;2;;;;;;;;;;;;;;;
1939_SD25_519;1939;2;1930;9;1930s;1930s;25;900;6303;8;9;900;1938;236;6303;0.103207757;0.028113734;4.767705645;4;;;;;;;;;;;;;;;
1939_SD25_519;1939;2;1930;9;1930s;1930s;25;900;6303;7;8;866.398220244716;1937;715;6067;0.125410286;0.034641431;3.667522553;2;;;;;;;;;;;;;;;
1939_SD25_519;1939;2;1930;9;1930s;1930s;25;900;6303;6;7;764.596218020022;1936;628;5352;0.103948757;0.037427733;3.823324483;2;;;;;;;;;;;;;;;
1939_SD25_519;1939;2;1930;9;1930s;1930s;25;900;6303;5;6;675.181312569522;1935;622;4724;0.136300276;0.039248797;3.750763097;2;;;;;;;;;;;;;;;
1939_SD25_519;1939;2;1930;9;1930s;1930s;25;900;6303;4;5;586.620689655172;1934;622;4102;0.206631605;0.040363481;4.412602798;3;;;;;;;;;;;;;;;
1939_SD25_519;1939;2;1930;9;1930s;1930s;25;900;6303;3;4;498.060066740823;1933;654;3480;0.187009721;0.039331894;5.733125504;4;;;;;;;;;;;;;;;
1939_SD25_519;1939;2;1930;9;1930s;1930s;25;900;6303;2;3;404.943270300334;1932;784;2826;0.259460284;0.041286858;5.910831316;4;;;;;;;;;;;;;;;
1939_SD25_519;1939;2;1930;9;1930s;1930s;25;900;6303;1;2;293.3170189099;1931;933;2042;0.396173124;0.045743039;5.017382034;4;;;;;;;;;;;;;;;
448 SD28 1940;1940;2;1933;7;1930s;1930s;28;710;4892;0;1;119.1118394;1933;806;806;0.590482065;0.057577246;3.370726794;2;;;;;;;;;;;;;;;
1948 SD28 105;1948;2;1942;6;1940s;1940s;28;710;5854;5;6;710;1947;400;5854;0.095989623;0.034126735;4.479093869;3;;;;;;;;;;;;;;;
1948 SD28 105;1948;2;1942;6;1940s;1940s;28;710;5854;4;5;661.676933607118;1946;676;5454;0.16076284;0.039672976;4.181056485;3;;;;;;;;;;;;;;;
1948 SD28 105;1948;2;1942;6;1940s;1940s;28;710;5854;3;4;580.010951403149;1945;703;4778;0.169319453;0.050931831;3.878555859;2;;;;;;;;;;;;;;;
1948 SD28 105;1948;2;1942;6;1940s;1940s;28;710;5854;2;3;495.083162217659;1944;1357;4075;0.093716934;0.078685696;2.994297286;1;;;;;;;;;;;;;;;
1948 SD28 105;1948;2;1942;6;1940s;1940s;28;710;5854;1;2;331.147159479808;1943;1842;2718;0.266232176;0.095382508;3.558739886;2;;;;;;;;;;;;;;;
HypCod_91_05-24;1996;4;1992;3;1990s;1990s;25;710;4673;0;1;137.9396496;1992;935;935;0.853490104;0.057579764;3.303581411;2;;;;;;;;;;;;;;;
1948 SD28 106;1948;2;1942;6;1940s;1940s;28;380;4126;5;6;380;1947;269;4126;0.352093936;0.029673393;10.06314758;4;;;;;;;;;;;;;;;
1948 SD28 106;1948;2;1942;6;1940s;1940s;28;380;4126;4;5;355.426627793975;1946;864;3857;0.133379145;0.045891728;6.978649524;4;;;;;;;;;;;;;;;
1948 SD28 106;1948;2;1942;6;1940s;1940s;28;380;4126;3;4;276.499514091351;1945;858;2993;0.109549836;0.070400619;6.523308993;4;;;;;;;;;;;;;;;
1948 SD28 106;1948;2;1942;6;1940s;1940s;28;380;4126;2;3;198.120505344995;1944;742;2135;0.106722483;0.076852906;4.516488433;3;;;;;;;;;;;;;;;
1948 SD28 106;1948;2;1942;6;1940s;1940s;28;380;4126;1;2;130.338192419825;1943;651;1393;0.172618977;0.071842989;4.421107137;3;;;;;;;;;;;;;;;
Hypoxolith_C91_05_17;1996;3;1991;5;1990s;1990s;25;710;4080;0;1;220.8304668;1991;1260;1260;0.443385488;0.120082414;2.314506001;1;;;;;;;;;;;;;;;
1948 SD28 107;1948;2;1943;5;1940s;1940s;28;450;4838;4;5;435.589063794532;1947;475;4682;0.172552502;0.034428821;12.25569428;4;;;;;;;;;;;;;;;
1948 SD28 107;1948;2;1943;5;1940s;1940s;28;450;4838;3;4;391.709610604805;1946;888;4207;0.09927702;0.067104698;9.81576549;4;;;;;;;;;;;;;;;
1948 SD28 107;1948;2;1943;5;1940s;1940s;28;450;4838;2;3;309.678127589064;1945;1020;3319;0.063279542;0.115712164;6.98337171;4;;;;;;;;;;;;;;;
1948 SD28 107;1948;2;1943;5;1940s;1940s;28;450;4838;1;2;215.452775476388;1944;1300;2299;0.325435975;0.130965336;4.665240108;4;;;;;;;;;;;;;;;
Ö 732 SD25 1959;1959;2;1952;7;1950s;1950s;25;710;3855;0;1;151.9937581;1952;816;816;0.404623892;0.052601619;3.320466438;2;;;;;;;;;;;;;;;
1948 SD28 108;1948;2;1943;5;1940s;1940s;28;670;4957;4;5;670;1947;502;4957;0.061491173;0.082847586;5.582208076;4;;;;;;;;;;;;;;;
1948 SD28 108;1948;2;1943;5;1940s;1940s;28;670;4957;3;4;602.417222559127;1946;753;4455;0.035586345;0.117742466;3.650308355;2;;;;;;;;;;;;;;;
1948 SD28 108;1948;2;1943;5;1940s;1940s;28;670;4957;2;3;501.043056397817;1945;793;3702;0.027728814;0.182552727;3.549711094;2;;;;;;;;;;;;;;;
1948 SD28 108;1948;2;1943;5;1940s;1940s;28;670;4957;1;2;394.283808368708;1944;1752;2909;0.115651696;0.180783615;4.436270963;3;;;;;;;;;;;;;;;
535 SD28 1988;1988;1;1980;8;1980s;1980s;28;700;5808;0;1;81.18661607;1980;653;653;0.440806953;0.056521071;3.069443044;2;;;;;;;;;;;;;;;
1948 SD28 109;1948;2;1943;5;1940s;1940s;28;530;4318;4;5;511.685236768802;1947;287;4168;0.28093237;0.03058317;9.541433172;4;;;;;;;;;;;;;;;
1948 SD28 109;1948;2;1943;5;1940s;1940s;28;530;4318;3;4;476.642989786444;1946;718;3881;0.177494416;0.038151943;7.196289582;4;;;;;;;;;;;;;;;
1948 SD28 109;1948;2;1943;5;1940s;1940s;28;530;4318;2;3;388.976323119777;1945;816;3163;0.156051598;0.059301952;4.248485006;3;;;;;;;;;;;;;;;
1948 SD28 109;1948;2;1943;5;1940s;1940s;28;530;4318;1;2;289.344011142061;1944;1402;2347;0.319370984;0.06845376;4.531315757;3;;;;;;;;;;;;;;;
F-14357 SD25 1972;1972;1;1966;6;1970s;1970s;25;700;5858;0;1;108.376197;1966;887;887;0.46903613;0.047328285;3.231802523;2;;;;;;;;;;;;;;;
1948 SD28 111;1948;2;1942;5;1940s;1940s;28;580;5412;4;5;564.325805257312;1946;669;5265;0.214581776;0.068275846;5.085354281;4;;;;;;;;;;;;;;;
1948 SD28 111;1948;2;1942;5;1940s;1940s;28;580;5412;3;4;492.992225101814;1945;856;4596;0.200608948;0.058225513;5.39432977;4;;;;;;;;;;;;;;;
1948 SD28 111;1948;2;1942;5;1940s;1940s;28;580;5412;2;3;401.719363198815;1944;986;3740;0.23424632;0.068155665;6.022545503;4;;;;;;;;;;;;;;;
1948 SD28 111;1948;2;1942;5;1940s;1940s;28;580;5412;1;2;296.584968530174;1943;1238;2754;0.505993861;0.064886549;5.069164966;4;;;;;;;;;;;;;;;
HypCod_91_05-27;1996;4;1991;4;1990s;1990s;25;700;3827;0;1;124.7517871;1991;712;712;0.796497052;0.04474775;3.50637654;2;;;;;;;;;;;;;;;
1948 SD28 112;1948;2;1940;7;1940s;1940s;28;500;5080;7;8;500;1947;108;5080;2.067822464;0.025893262;7.916110375;4;;;;;;;;;;;;;;;
1948 SD28 112;1948;2;1940;7;1940s;1940s;28;500;5080;6;7;489.434319526627;1946;358;4972;0.130065839;0.036485235;5.761109219;4;;;;;;;;;;;;;;;
1948 SD28 112;1948;2;1940;7;1940s;1940s;28;500;5080;5;6;454.411045364891;1945;216;4614;0.203303545;0.038559531;4.95779408;4;;;;;;;;;;;;;;;
1948 SD28 112;1948;2;1940;7;1940s;1940s;28;500;5080;4;5;433.279684418146;1944;251;4398;0.143075677;0.054815842;5.993332488;4;;;;;;;;;;;;;;;
1948 SD28 112;1948;2;1940;7;1940s;1940s;28;500;5080;3;4;408.72426035503;1943;383;4147;0.113990413;0.062334334;5.145421761;4;;;;;;;;;;;;;;;
1948 SD28 112;1948;2;1940;7;1940s;1940s;28;500;5080;2;3;371.255226824458;1942;1079;3764;0.221045881;0.051229032;5.218038262;4;;;;;;;;;;;;;;;
1948 SD28 112;1948;2;1940;7;1940s;1940s;28;500;5080;1;2;265.696252465483;1941;1926;2685;1.186190217;0.067587459;3.707783042;2;;;;;;;;;;;;;;;
Hypoxolith_1985_11;1991;4;1988;3;1980s;1980s;25;700;4062;0;1;155.1549852;1988;890;890;1.57623021;0.034860079;2.712720655;1;;;;;;;;;;;;;;;
1948_SD28_113;1948;2;1945;7;1940s;1940s;28;550;3801;2;3;550;1947;1723;3801;0.257020514;0.057064004;6.795900456;4;;;;;;;;;;;;;;;
1948_SD28_113;1948;2;1945;7;1940s;1940s;28;550;3801;1;2;301.84436824057;1946;1275;2078;0.467530299;0.060783967;4.990333613;4;;;;;;;;;;;;;;;
Hypoxolith_C05_05_13;2010;1;2004;6;2000s;2000s;25;700;4756;0;1;100.3489254;2004;667;667;0.372523467;0.08448548;3.422940419;2;;;;;;;;;;;;;;;
1948_SD28_114;1948;2;1936;12;1940s;1940s;28;569.312;4540;11;12;569.312;1947;172;4540;0.527745983;0.021579924;9.106515497;4;;;;;;;;;;;;;;;
1948_SD28_114;1948;2;1936;12;1940s;1940s;28;569.312;4540;10;11;547.847615011038;1946;185;4368;0.281711359;0.019610397;9.807344357;4;;;;;;;;;;;;;;;
1948_SD28_114;1948;2;1936;12;1940s;1940s;28;569.312;4540;9;10;524.760921854305;1945;214;4183;0.206753273;0.021495035;8.924675751;4;;;;;;;;;;;;;;;
1948_SD28_114;1948;2;1936;12;1940s;1940s;28;569.312;4540;8;9;498.055233554084;1944;205;3969;0.205460064;0.027609869;7.036219718;4;;;;;;;;;;;;;;;
1948_SD28_114;1948;2;1936;12;1940s;1940s;28;569.312;4540;7;8;472.472681677704;1943;174;3764;0.29110459;0.028056208;6.65735424;4;;;;;;;;;;;;;;;
1948_SD28_114;1948;2;1936;12;1940s;1940s;28;569.312;4540;6;7;450.758710816777;1942;191;3590;0.308091791;0.031252201;6.547827529;4;;;;;;;;;;;;;;;
1948_SD28_114;1948;2;1936;12;1940s;1940s;28;569.312;4540;5;6;426.92326004415;1941;302;3399;1.744265972;0.033600293;5.515365304;4;;;;;;;;;;;;;;;
1948_SD28_114;1948;2;1936;12;1940s;1940s;28;569.312;4540;4;5;389.235793377483;1940;202;3097;0.223537303;0.039094414;4.40532076;3;;;;;;;;;;;;;;;
1948_SD28_114;1948;2;1936;12;1940s;1940s;28;569.312;4540;3;4;364.027620309051;1939;261;2895;0.276572795;0.036197299;5.220319851;4;;;;;;;;;;;;;;;
1948_SD28_114;1948;2;1936;12;1940s;1940s;28;569.312;4540;2;3;331.45666401766;1938;942;2634;0.217912125;0.049935468;4.388838887;3;;;;;;;;;;;;;;;
1948_SD28_114;1948;2;1936;12;1940s;1940s;28;569.312;4540;1;2;213.901718322296;1937;908;1692;0.257619702;0.057026903;3.891657464;2;;;;;;;;;;;;;;;
Hypoxolith_C91_05_28;1996;3;1991;5;1990s;1990s;25;700;4117;0;1;94.66471877;1991;545;545;0.923014007;0.059061742;2.907329372;1;;;;;;;;;;;;;;;
1948_SD28_115;1948;2;1943;5;1940s;1940s;28;630;4903;4;5;616.310647864296;1947;586;4796;0.182520443;0.048357611;4.072286098;3;;;;;;;;;;;;;;;
1948_SD28_115;1948;2;1943;5;1940s;1940s;28;630;4903;3;4;541.339055793991;1946;518;4210;0.181711294;0.056121052;4.855479858;4;;;;;;;;;;;;;;;
1948_SD28_115;1948;2;1943;5;1940s;1940s;28;630;4903;2;3;475.067238912732;1945;1232;3692;0.205104243;0.063643896;2.843363013;1;;;;;;;;;;;;;;;
1948_SD28_115;1948;2;1943;5;1940s;1940s;28;630;4903;1;2;317.447782546495;1944;1509;2460;0.570251252;0.078035788;3.099102262;2;;;;;;;;;;;;;;;
Hypoxolith_C91_05_30;1996;3;1992;3;1990s;1990s;25;700;3516;0;1;281.9235596;1992;1410;1410;0.582085583;0.119051349;4.138821958;3;;;;;;;;;;;;;;;
1948_SD28_116;1948;2;1945;3;1940s;1940s;28;330;3174;2;3;330;1947;693;3174;0.119258406;0.093754693;5.935287295;4;;;;;;;;;;;;;;;
1948_SD28_116;1948;2;1945;3;1940s;1940s;28;330;3174;1;2;258.597345132743;1946;1562;2481;0.135341189;0.133050203;3.548912811;2;;;;;;;;;;;;;;;
1989_SD28_282;1989;1;1980;9;1980s;1980s;28;690;5914;0;1;133.4383469;1980;1124;1124;0.626285889;0.059085381;3.03349852;2;;;;;;;;;;;;;;;
1948_SD28_118;1948;2;1939;9;1940s;1940s;28;725.2937;5719;8;9;725.2937;1947;160;5719;0.084169768;0.075208586;12.4487159;4;;;;;;;;;;;;;;;
1948_SD28_118;1948;2;1939;9;1940s;1940s;28;725.2937;5719;7;8;705.078777596777;1946;145;5559;0.079114275;0.05390924;11.56397432;4;;;;;;;;;;;;;;;
1948_SD28_118;1948;2;1939;9;1940s;1940s;28;725.2937;5719;6;7;686.759004168856;1945;408;5414;0.174160656;0.037281478;8.005274416;4;;;;;;;;;;;;;;;
1948_SD28_118;1948;2;1939;9;1940s;1940s;28;725.2937;5719;5;6;635.210952040637;1944;444;5006;0.337448332;0.03037035;7.314362908;4;;;;;;;;;;;;;;;
1948_SD28_118;1948;2;1939;9;1940s;1940s;28;725.2937;5719;4;5;579.114542371694;1943;494;4562;0.279318724;0.034347723;7.057538703;4;;;;;;;;;;;;;;;
1948_SD28_118;1948;2;1939;9;1940s;1940s;28;725.2937;5719;3;4;516.700969451743;1942;717;4068;0.193946147;0.04324359;4.865181706;4;;;;;;;;;;;;;;;
1948_SD28_118;1948;2;1939;9;1940s;1940s;28;725.2937;5719;2;3;426.1128484323;1941;983;3351;0.153341887;0.040409204;4.002315812;2;;;;;;;;;;;;;;;
1948_SD28_118;1948;2;1939;9;1940s;1940s;28;725.2937;5719;1;2;301.917418917499;1940;1583;2368;0.307589038;0.054305048;4.165965646;3;;;;;;;;;;;;;;;
Cod 1994-03;1994;1;1990;4;1990s;1990s;25;690;4404;0;1;213.5157032;1990;1352;1352;1.612133511;0.051442415;3.424182606;2;;;;;;;;;;;;;;;
1949 SD25 16;1949;2;1943;6;1940s;1940s;25;560;5206;5;6;553.900692840647;1948;488;5149;0.074838149;0.040866115;12.22847189;4;;;;;;;;;;;;;;;
1949 SD25 16;1949;2;1943;6;1940s;1940s;25;560;5206;4;5;501.682063125481;1947;517;4661;0.113882875;0.040813702;11.17691768;4;;;;;;;;;;;;;;;
1949 SD25 16;1949;2;1943;6;1940s;1940s;25;560;5206;3;4;446.360277136259;1946;679;4144;0.057356795;0.052758314;9.513120491;4;;;;;;;;;;;;;;;
1949 SD25 16;1949;2;1943;6;1940s;1940s;25;560;5206;2;3;373.703618167821;1945;1001;3465;0.062490022;0.063272024;8.809308294;4;;;;;;;;;;;;;;;
1949 SD25 16;1949;2;1943;6;1940s;1940s;25;560;5206;1;2;266.591224018476;1944;1008;2464;0.131006387;0.0593821;6.048809269;4;;;;;;;;;;;;;;;
Hypoxolith_C05_05_05;2010;1;2006;4;2000s;2000s;25;690;4916;0;1;181.582552;2006;1280;1280;0.572401811;0.0662061;2.554942909;1;;;;;;;;;;;;;;;
1949 SD28 110;1949;2;1944;5;1940s;1940s;28;390;3923;4;5;390;1948;482;3923;0.282310129;0.040323173;10.57522167;4;;;;;;;;;;;;;;;
1949 SD28 110;1949;2;1944;5;1940s;1940s;28;390;3923;3;4;342.452849476105;1947;397;3441;0.159818632;0.057271507;5.298308925;4;;;;;;;;;;;;;;;
1949 SD28 110;1949;2;1944;5;1940s;1940s;28;390;3923;2;3;303.290569895221;1946;745;3044;0.165689403;0.052958376;5.972931566;4;;;;;;;;;;;;;;;
1949 SD28 110;1949;2;1944;5;1940s;1940s;28;390;3923;1;2;229.799642218247;1945;1441;2299;0.258186297;0.054937264;4.125457748;3;;;;;;;;;;;;;;;
SD25_1995_CAP-1676;1995;4;1988;7;1990s;1990s;25;690;4756;0;1;145.6682958;1988;1030;1030;0.521495699;0.057882594;3.313667544;2;;;;;;;;;;;;;;;
1958 SD28 ö9654;1958;4;1955;4;1950s;1950s;28;385;4303;3;4;385;1958;721;4303;0.201228837;0.063187817;3.952013504;2;;;;;;;;;;;;;;;
1958 SD28 ö9654;1958;4;1955;4;1950s;1950s;28;385;4303;2;3;321.011879804333;1957;933;3582;0.340212044;0.061556443;4.130771692;3;;;;;;;;;;;;;;;
1958 SD28 ö9654;1958;4;1955;4;1950s;1950s;28;385;4303;1;2;238.20894479385;1956;1552;2649;0.427527875;0.061743318;3.917297202;2;;;;;;;;;;;;;;;
17 SD25 1949;1949;2;1944;5;1940s;1940s;25;680;5013;0;1;183.0325805;1944;1335;1335;0.552717218;0.060042108;3.222740079;2;;;;;;;;;;;;;;;
1960 SD28 ö1705;1960;4;1957;4;1950s;1950s;28;495;3184;3;4;495;1960;409;3184;0.159106376;0.063165907;5.837826196;4;;;;;;;;;;;;;;;
1960 SD28 ö1705;1960;4;1957;4;1950s;1950s;28;495;3184;2;3;431.729993698803;1959;1104;2775;0.154799455;0.058872477;3.90190355;2;;;;;;;;;;;;;;;
1960 SD28 ö1705;1960;4;1957;4;1950s;1950s;28;495;3184;1;2;260.947385003151;1958;1076;1671;0.33902316;0.060537872;3.60268131;2;;;;;;;;;;;;;;;
1939 SD25 505;1939;2;1934;5;1930s;1930s;25;680;4889;0;1;143.522853;1934;1017;1017;0.706385834;0.051228023;3.333567759;2;;;;;;;;;;;;;;;
1960 SD28 Ö2383;1960;3;1958;2;1950s;1950s;28;350;2754;1;2;295.275510204082;1959;1426;2320;0.261970365;0.087007481;4.117536501;3;;;;;;;;;;;;;;;
425 SD28 1940;1940;2;1933;7;1930s;1930s;28;680;5716;0;1;96.17104802;1933;788;788;0.429267772;0.043263135;3.114035894;2;;;;;;;;;;;;;;;
1960 SD28 ö2395;1960;4;1957;4;1950s;1950s;28;350;3492;3;4;350;1960;427;3492;0.13188311;0.03444294;4.347063196;3;;;;;;;;;;;;;;;
1960 SD28 ö2395;1960;4;1957;4;1950s;1950s;28;350;3492;2;3;307.569787478461;1959;828;3065;0.163056268;0.048423213;5.02028567;4;;;;;;;;;;;;;;;
1960 SD28 ö2395;1960;4;1957;4;1950s;1950s;28;350;3492;1;2;225.292935094773;1958;1134;2237;0.251957387;0.062791198;4.23657767;3;;;;;;;;;;;;;;;
426 SD28 1940;1940;2;1933;7;1930s;1930s;28;680;5126;0;1;124.1102424;1933;919;919;0.441905687;0.068080882;3.36143865;2;;;;;;;;;;;;;;;
1960_SD28_Ö2324;1960;1;1958;2;1950s;1950s;28;230;2256;1;2;230;1959;1438;2256;0.157705787;0.057495665;3.648167475;2;;;;;;;;;;;;;;;
453 SD25 1988;1988;2;1983;5;1980s;1980s;25;680;4736;0;1;209.6893779;1983;1448;1448;0.600851218;0.064223963;3.335404834;2;;;;;;;;;;;;;;;
1961 SD28 ö3130;1961;1;1951;9;1960s;1960s;28;367;4503;8;9;367;1959;99;4503;0.067309008;0.068221707;7.210430774;4;;;;;;;;;;;;;;;
1961 SD28 ö3130;1961;1;1951;9;1960s;1960s;28;367;4503;7;8;359.001557979079;1958;131;4404;0.234082055;0.01848154;8.048564881;4;;;;;;;;;;;;;;;
1961 SD28 ö3130;1961;1;1951;9;1960s;1960s;28;367;4503;6;7;348.417760961496;1957;287;4273;0.278080616;0.018848062;8.410533601;4;;;;;;;;;;;;;;;
1961 SD28 ö3130;1961;1;1951;9;1960s;1960s;28;367;4503;5;6;325.230358335188;1956;225;3986;0.261023981;0.0194123;7.626143669;4;;;;;;;;;;;;;;;
1961 SD28 ö3130;1961;1;1951;9;1960s;1960s;28;367;4503;4;5;307.052081014912;1955;391;3761;0.339143269;0.022524069;7.386909397;4;;;;;;;;;;;;;;;
1961 SD28 ö3130;1961;1;1951;9;1960s;1960s;28;367;4503;3;4;275.462274649455;1954;320;3370;0.18009216;0.027767878;6.267824863;4;;;;;;;;;;;;;;;
1961 SD28 ö3130;1961;1;1951;9;1960s;1960s;28;367;4503;2;3;249.60872468284;1953;1029;3050;0.191726439;0.035522206;4.582152101;3;;;;;;;;;;;;;;;
1961 SD28 ö3130;1961;1;1951;9;1960s;1960s;28;367;4503;1;2;166.473403071444;1952;1345;2021;0.467027006;0.054659751;3.741419643;2;;;;;;;;;;;;;;;
Hypoxolith_C05_05_14;2010;1;2005;5;2000s;2000s;25;680;4633;0;1;212.9560891;2005;1439;1439;0.385670095;0.101310772;2.394610911;1;;;;;;;;;;;;;;;
1962 SD25 ö4627;1962;2;1958;4;1960s;1960s;25;355;3125;3;4;333.703370786517;1961;502;2936;0.203629381;0.048708059;4.451693225;3;;;;;;;;;;;;;;;
1962 SD25 ö4627;1962;2;1958;4;1960s;1960s;25;355;3125;2;3;277.13772070626;1960;508;2434;0.284822431;0.052903161;4.40972696;3;;;;;;;;;;;;;;;
1962 SD25 ö4627;1962;2;1958;4;1960s;1960s;25;355;3125;1;2;219.895987158908;1959;877;1926;0.420673104;0.038537121;3.528533325;2;;;;;;;;;;;;;;;
Hypoxolith_C05_05_15;2010;1;2005;5;2000s;2000s;25;680;4844;0;1;103.288374;2005;720;720;0.405467242;0.109184258;2.49439239;1;;;;;;;;;;;;;;;
1963 SD25 ö4327;1963;1;1959;4;1960s;1960s;25;430;4123;3;4;430;1962;906;4123;0.206684906;0.065800061;8.098574879;4;;;;;;;;;;;;;;;
1963 SD25 ö4327;1963;1;1959;4;1960s;1960s;25;430;4123;2;3;336.161925601751;1961;1208;3217;0.124258663;0.071460121;4.824844962;4;;;;;;;;;;;;;;;
1963 SD25 ö4327;1963;1;1959;4;1960s;1960s;25;430;4123;1;2;211.044493070751;1960;1259;2009;0.198011966;0.049549129;3.378321154;2;;;;;;;;;;;;;;;
Ö 1329 SD25 1959;1959;2;1953;6;1950s;1950s;25;680;5875;0;1;144.3867008;1953;1228;1228;0.501586349;0.052196683;3.390333196;2;;;;;;;;;;;;;;;
1964 SD25 Ö4514;1964;3;1955;9;1960s;1960s;25;510;4330;8;9;502.972222222222;1963;189;4270;0.19609607;0.032771941;4.084826949;3;;;;;;;;;;;;;;;
1964 SD25 Ö4514;1964;3;1955;9;1960s;1960s;25;510;4330;7;8;480.834722222222;1962;302;4081;0.694052683;0.030117583;4.266536851;3;;;;;;;;;;;;;;;
1964 SD25 Ö4514;1964;3;1955;9;1960s;1960s;25;510;4330;6;7;445.461574074074;1961;373;3779;0.553888704;0.038540987;3.732529639;2;;;;;;;;;;;;;;;
1964 SD25 Ö4514;1964;3;1955;9;1960s;1960s;25;510;4330;5;6;401.772222222222;1960;437;3406;0.154714106;0.044001549;4.52662507;3;;;;;;;;;;;;;;;
1964 SD25 Ö4514;1964;3;1955;9;1960s;1960s;25;510;4330;4;5;350.586574074074;1959;436;2969;0.178897416;0.045328631;4.11817496;3;;;;;;;;;;;;;;;
1964 SD25 Ö4514;1964;3;1955;9;1960s;1960s;25;510;4330;3;4;299.518055555556;1958;392;2533;0.157059556;0.045309728;3.891113878;2;;;;;;;;;;;;;;;
1964 SD25 Ö4514;1964;3;1955;9;1960s;1960s;25;510;4330;2;3;253.603240740741;1957;736;2141;0.196858799;0.0579039;3.39085221;2;;;;;;;;;;;;;;;
1964 SD25 Ö4514;1964;3;1955;9;1960s;1960s;25;510;4330;1;2;167.395833333333;1956;822;1405;0.40464177;0.041279511;3.17738049;2;;;;;;;;;;;;;;;
1948 SD28 108;1948;2;1943;5;1940s;1940s;28;670;4957;0;1;158.4172226;1943;1157;1157;0.128388533;0.196122833;3.553496623;2;;;;;;;;;;;;;;;
1964 SD25 ö6414;1964;3;1961;3;1960s;1960s;25;390;3208;2;3;388.189493433396;1963;864;3193;1.086847835;0.053324026;4.479400931;3;;;;;;;;;;;;;;;
1964 SD25 ö6414;1964;3;1961;3;1960s;1960s;25;390;3208;1;2;283.904315196998;1962;1268;2329;0.526325335;0.058441266;4.479656504;3;;;;;;;;;;;;;;;
1999_SD28_Q1_1262;1999;1;1994;5;1990s;1990s;28;670;4297;0;1;125.9524143;1994;795;795;0.32823658;0.100006189;2.619223781;1;;;;;;;;;;;;;;;
1965 SD25 ö4215;1965;1;1960;5;1960s;1960s;25;560;4285;4;5;560;1964;368;4285;0.135985221;0.044317217;4.392187597;3;;;;;;;;;;;;;;;
1965 SD25 ö4215;1965;1;1960;5;1960s;1960s;25;560;4285;3;4;512.138479532164;1963;942;3917;0.081043574;0.048690575;4.306602658;3;;;;;;;;;;;;;;;
1965 SD25 ö4215;1965;1;1960;5;1960s;1960s;25;560;4285;2;3;389.623391812866;1962;951;2975;0.117370352;0.065332963;4.006163113;2;;;;;;;;;;;;;;;
1965 SD25 ö4215;1965;1;1960;5;1960s;1960s;25;560;4285;1;2;265.937777777778;1961;1315;2024;0.436440897;0.055632756;3.836084798;2;;;;;;;;;;;;;;;
27 SD25 1949;1949;2;1943;6;1940s;1940s;25;670;5435;0;1;123.4503226;1943;983;983;0.545183373;0.064789099;3.600336608;2;;;;;;;;;;;;;;;
1967_SD25_Ö14293;1967;2;1964;3;1960s;1960s;25;320;2993;2;3;298.495474354677;1965;724;2790;0.188391594;0.064180416;3.469570388;2;;;;;;;;;;;;;;;
1967_SD25_Ö14293;1967;2;1964;3;1960s;1960s;25;320;2993;1;2;221.799530673818;1964;1151;2066;0.226601705;0.041791086;3.203525201;2;;;;;;;;;;;;;;;
285 SD28 1989;1989;1;1985;4;1980s;1980s;28;670;4093;0;1;158.1440118;1985;955;955;0.6152913;0.073514565;2.454415767;1;;;;;;;;;;;;;;;
1967_SD25_Ö14622;1967;3;1963;3;1960s;1960s;25;379;3549;2;3;343.184797965527;1965;942;3211;0.238092162;0.068951757;5.543383577;4;;;;;;;;;;;;;;;
1967_SD25_Ö14622;1967;3;1963;3;1960s;1960s;25;379;3549;1;2;243.368465668268;1964;1270;2269;0.215458606;0.052334697;4.133261656;3;;;;;;;;;;;;;;;
Cod 1990-88;1990;1;1986;4;1980s;1980s;25;670;3617;0;1;160.0216246;1986;855;855;0.27011559;0.080260625;2.647004684;1;;;;;;;;;;;;;;;
1970_SD28-T 375;1970;4;1968;3;1960s;1960s;28;360;2317;2;3;360;1970;613;2317;0.101054182;0.068046764;3.884960708;2;;;;;;;;;;;;;;;
1970_SD28-T 375;1970;4;1968;3;1960s;1960s;28;360;2317;1;2;265.406155179887;1969;1103;1704;0.386932551;0.048193432;7.745260386;4;;;;;;;;;;;;;;;
T-4618 SD25 1971;1971;1;1966;5;1960s;1960s;25;670;4824;0;1;89.49813045;1966;628;628;0.280568756;0.060660889;2.755171378;1;;;;;;;;;;;;;;;
1972_SD25_Ö19510;1972;2;1965;7;1970s;1970s;25;545;4279;6;7;545;1971;150;4279;0.299217428;0.023289388;5.569677957;4;;;;;;;;;;;;;;;
